"","RNA_input"
"b3856_mobB_4041433_-1",1241
"b3857_mobA_4041999_-1",1190
"b3858_yihD_4042069_1",1386
"b3859_srkA_4042415_1",2200
"b3860_dsbA_4043418_1",573
"b3861_yihF_4044199_1",2489
"b3862_yihG_4046602_-1",3059
"b3863_polA_4046966_1",240
"b3865_yihA_4050765_-1",2511
"b3866_yihI_4051347_1",336
"b3867_hemN_4052045_1",1065
"b4686_yshB_4053757_-1",2185
"b3868_glnG_4055278_-1",776
"b3869_glnL_4056339_-1",689
"b3870_glnA_4058034_-1",999
"b3871_typA_4058407_1",204
"b3872_yihL_4060447_1",590
"b3873_yihM_4061165_1",3349
"b3874_yihN_4062247_1",19721
"b3875_ompL_4064295_-1",3347
"b3876_yihO_4065766_-1",4637
"b3877_yihP_4067194_-1",180
"b3878_yihQ_4069276_-1",2736
"b3879_yihR_4070401_-1",314
"b3880_yihS_4071756_-1",1132
"b3881_yihT_4072651_-1",1392
"b3882_yihU_4073571_-1",2795
"b3883_yihV_4073739_1",771
"b3884_yihW_4074669_1",526
"b3885_yihX_4075553_1",1541
"b3886_yihY_4076146_1",627
"b3887_dtd_4077015_1",2170
"b3888_yiiD_4077449_1",1013
"b3889_yiiE_4079297_1",3040
"b3890_yiiF_4079751_1",1621
"b3891_fdhE_4081228_-1",260
"b3892_fdoI_4081860_-1",1532
"b3893_fdoH_4082759_-1",8268
"b3894_fdoG_4085822_-1",2039
"b3895_fdhD_4086016_1",1098
"b3896_yiiG_4087002_1",621
"b3897_frvR_4089855_-1",400
"b3898_frvX_4090925_-1",4764
"b3899_frvB_4092366_-1",1010
"b3900_frvA_4092823_-1",3503
"b3901_rhaM_4093438_-1",863
"b3902_rhaD_4094272_-1",1544
"b3903_rhaA_4095982_-1",1382
"b3904_rhaB_4097448_-1",286
"b3905_rhaS_4097736_1",1091
"b3906_rhaR_4098646_1",814
"b3907_rhaT_4100525_-1",1339
"b3908_sodA_4100810_1",327
"b3909_kdgT_4101690_1",837
"b3910_yiiM_4102822_1",814
"b3911_cpxA_4104975_-1",510
"b3912_cpxR_4105670_-1",4083
"b4484_cpxP_4105820_1",228
"b3915_fieF_4106469_1",5526
"b3916_pfkA_4107552_1",1290
"b3917_sbp_4108834_1",455
"b3918_cdh_4109930_1",436
"b3919_tpiA_4111507_-1",559
"b3920_yiiQ_4112214_-1",1099
"b3921_yiiR_4112315_1",1333
"b3922_yiiS_4112967_1",1849
"b3923_uspD_4113293_1",1285
"b3924_fpr_4114472_-1",1105
"b3925_glpX_4115579_-1",120
"b3926_glpK_4117222_-1",489
"b3927_glpF_4118090_-1",1223
"b3928_zapB_4118515_1",667
"b3929_rraA_4119330_-1",1645
"b3930_menA_4120349_-1",542
"b3931_hslU_4121747_-1",1776
"b3932_hslV_4122287_-1",1007
"b3933_ftsN_4123339_-1",1530
"b3934_cytR_4124456_-1",498
"b3935_priA_4126810_-1",1283
"b3936_rpmE_4127013_1",153
"b3937_yiiX_4127894_-1",1289
"b3938_metJ_4128395_-1",2727
"b3939_metB_4128672_1",799
"b3940_metL_4129835_1",331
"b3941_metF_4132616_1",1506
"b3942_katG_4133835_1",1398
"b3943_yijE_4136108_1",750
"b3944_yijF_4137657_-1",434
"b3945_gldA_4139035_-1",850
"b3946_fsaB_4139708_-1",3661
"b3947_frwA_4142221_-1",817
"b3949_frwC_4142530_1",2499
"b3950_frwB_4143624_1",161
"b3951_pflD_4143995_1",356
"b3952_pflC_4146258_1",2662
"b3953_frwD_4147138_1",647
"b3954_yijO_4148317_-1",637
"b3955_eptC_4150265_-1",425
"b3956_ppc_4153098_-1",1359
"b3957_argE_4154847_-1",1979
"b3958_argC_4155001_1",1605
"b3959_argB_4156013_1",560
"b3960_argH_4156850_1",730
"b3961_oxyR_4158490_1",2767
"b3962_sthA_4160790_-1",211
"b3963_fabR_4161124_1",4420
"b3964_yijD_4161771_1",2914
"b3965_trmA_4163270_-1",367
"b3966_btuB_4163639_1",3841
"b3967_murI_4165428_1",3794
"b3972_murB_4172057_1",1792
"b3973_birA_4173082_1",953
"b3974_coaA_4175026_-1",7150
"b3980_tufB_4175944_1",1442
"b3981_secE_4177358_1",1306
"b3982_nusG_4177743_1",1169
"b3983_rplK_4178447_1",328
"b3984_rplA_4178879_1",1010
"b3985_rplJ_4179996_1",664
"b3986_rplL_4180560_1",4601
"b3987_rpoB_4181245_1",1230
"b3988_rpoC_4185350_1",4901
"b3989_yjaZ_4189786_1",2982
"b3990_thiH_4191868_-1",238
"b3991_thiG_4192635_-1",504
"b4407_thiS_4192837_-1",877
"b3992_thiF_4193576_-1",1063
"b3993_thiE_4194204_-1",8236
"b3994_thiC_4196099_-1",7677
"b3995_rsd_4196808_-1",917
"b3996_nudC_4196903_1",1170
"b3997_hemE_4197716_1",246
"b3998_nfi_4198790_1",1637
"b3999_yjaG_4199504_1",3035
"b4000_hupA_4200281_1",1084
"b4001_yjaH_4200566_1",3559
"b4002_zraP_4201688_-1",815
"b4003_zraS_4201926_1",759
"b4004_zraR_4203320_1",201
"b4005_purD_4205931_-1",261
"b4006_purH_4207532_-1",858
"b4011_yjaA_4213234_1",6387
"b4012_yjaB_4214123_-1",5586
"b4013_metA_4214280_1",7423
"b4014_aceB_4215478_1",1483
"b4015_aceA_4217109_1",2530
"b4016_aceK_4218596_1",971
"b4017_arpA_4222487_-1",1205
"b4018_iclR_4223628_-1",1163
"b4019_metH_4223828_1",827
"b4020_yjbB_4227731_1",3346
"b4021_pepE_4230142_-1",643
"b4022_rluF_4230354_1",548
"b4023_yjbD_4231631_-1",1625
"b4024_lysC_4233233_-1",1981
"b4025_pgi_4233758_1",4141
"b4026_yjbE_4235906_1",554
"b4027_yjbF_4236262_1",3592
"b4028_yjbG_4236897_1",2050
"b4029_yjbH_4237634_1",1484
"b4620_yjbT_4240055_-1",2376
"b4030_psiE_4240325_1",3304
"b4031_xylE_4242254_-1",14646
"b4032_malG_4243516_-1",5690
"b4033_malF_4245075_-1",1205
"b4034_malE_4246419_-1",888
"b4035_malK_4246784_1",1063
"b4036_lamB_4247971_1",2938
"b4037_malM_4249554_1",720
"b4038_yjbI_4250703_1;b4038_yjbI_4250885_1;b4038_yjbI_4250961_1",5479
"b4039_ubiC_4252506_1",1294
"b4040_ubiA_4253016_1",1530
"b4041_plsB_4256466_-1",3334
"b4042_dgkA_4256637_1",2120
"b4043_lexA_4257115_1",3474
"b4044_dinF_4257742_1",2847
"b4045_yjbJ_4259237_1",1444
"b4046_zur_4260003_-1",2521
"b4047_yjbL_4260321_1",2161
"b4048_yjbM_4260599_1",520
"b4049_dusA_4261669_1",4730
"b4050_pspG_4262840_1",6238
"b4051_qorA_4264231_-1",924
"b4052_dnaB_4264314_1",1310
"b4053_alr_4265782_1",1241
"b4054_tyrB_4267114_1",1086
"b4621_yjbS_4269012_-1",3411
"b4055_aphA_4269414_1",1494
"b4056_yjbQ_4270238_1",2481
"b4057_yjbR_4270658_1",1002
"b4058_uvrA_4273871_-1",3157
"b4059_ssb_4274125_1",695
"b4060_yjcB_4275041_-1",912
"b4061_yjcC_4275471_1",531
"b4062_soxS_4277383_-1",2217
"b4063_soxR_4277469_1",1600
"b4064_ghxP_4278479_1",4111
"b4065_yjcE_4279980_1",3082
"b4066_yjcF_4283075_-1",603
"b4067_actP_4284902_-1",2580
"b4068_yjcH_4285213_-1",103
"b4069_acs_4287371_-1",1649
"b4070_nrfA_4287764_1",797
"b4071_nrfB_4289245_1",501
"b4072_nrfC_4289808_1",413
"b4073_nrfD_4290476_1",2597
"b4074_nrfE_4291512_1",13135
"b4075_nrfF_4293163_1",1346
"b4076_nrfG_4293543_1",2032
"b4077_gltP_4294481_1",1028
"b4078_yjcO_4297125_-1",938
"b4079_fdhF_4299366_-1",1299
"b4080_mdtP_4301030_-1",929
"b4081_mdtO_4303078_-1",526
"b4082_mdtN_4304109_-1",687
"b4622_ytcA_4304403_-1",1313
"b4083_yjcS_4306597_-1",753
"b4084_alsK_4307799_-1",405
"b4085_alsE_4308478_-1",1808
"b4086_alsC_4309469_-1",1392
"b4087_alsA_4310980_-1",6172
"b4088_alsB_4312042_-1",2138
"b4089_alsR_4312991_-1",831
"b4090_rpiB_4313350_1",1068
"b4487_yjdP_4313868_1",1673
"b4092_phnP_4315102_-1",11
"b4093_phnO_4315538_-1",1553
"b4094_phnN_4316082_-1",690
"b4095_phnM_4317218_-1",186
"b4096_phnL_4317895_-1",228
"b4097_phnK_4318764_-1",573
"b4098_phnJ_4319606_-1",1211
"b4099_phnI_4320663_-1",449
"b4100_phnH_4321247_-1",315
"b4101_phnG_4321696_-1",1300
"b4102_phnF_4322422_-1",245
"b4104_phnE_4323230_-1;b4104_phnE_4322814_-1",1420
"b4105_phnD_4324352_-1",970
"b4106_phnC_4325165_-1",8618
"b4107_yjdN_4325741_-1",2019
"b4108_yjdM_4326734_-1",237
"b4109_crfC_4327135_1",4637
"b4110_yjcZ_4329360_1",3588
"b4111_proP_4330502_1",660
"b4703_pmrR_4332116_1",5679
"b4112_basS_4333272_-1",1308
"b4113_basR_4333950_-1",1943
"b4114_eptA_4335590_-1",2338
"b4115_adiC_4337031_-1",7388
"b4116_adiY_4337929_-1",945
"b4117_adiA_4340521_-1",4775
"b4118_melR_4341628_-1",1099
"b4119_melA_4341911_1",6136
"b4120_melB_4343369_1",1655
"b4121_yjdF_4345558_-1",631
"b4122_fumB_4347326_-1",2008
"b4123_dcuB_4348744_-1",1940
"b4124_dcuR_4350034_-1",1219
"b4125_dcuS_4351662_-1",3624
"b4126_yjdI_4351843_1",1634
"b4127_yjdJ_4352085_1",977
"b4128_ghoS_4352584_1",37106
"b4559_ghoT_4352908_1",2267
"b4129_lysU_4354717_-1",1724
"b4130_dtpC_4356411_-1",871
"b4131_cadA_4358617_-1",2743
"b4132_cadB_4360031_-1",1906
"b4133_cadC_4361934_-1",2642
"b4654_yjdQ_4362353_-1;b4654_yjdQ_4362271_-1",9306
"b4135_yjdC_4363308_-1",1418
"b4136_dsbD_4365042_-1",3585
"b4137_cutA_4365356_-1",1189
"b4138_dcuA_4366773_-1",4026
"b4139_aspA_4368327_-1",1876
"b4140_fxsA_4368664_1",3659
"b4141_yjeH_4370412_-1",1622
"b4142_groS_4370688_1",2409
"b4143_groL_4371025_1",1011
"b4144_yjeI_4372809_1",422
"b4145_yjeJ_4374234_-1",830
"b4146_epmB_4375657_-1",617
"b4147_efp_4375699_1",1650
"b4410_ecnA_4376317_1",2643
"b4411_ecnB_4376553_1",6464
"b4148_sugE_4376875_1",387
"b4149_blc_4377722_-1",3554
"b4150_ampC_4378944_-1",1057
"b4151_frdD_4379366_-1",2416
"b4152_frdC_4379772_-1",895
"b4153_frdB_4380517_-1",792
"b4154_frdA_4382318_-1",1171
"b4155_epmA_4382643_1",1541
"b4156_yjeM_4383839_1",6419
"b4157_yjeN_4385393_1",1212
"b4158_yjeO_4385704_1",1642
"b4159_mscM_4389370_-1",759
"b4160_psd_4390360_-1",936
"b4161_rsgA_4391509_-1",917
"b4162_orn_4391604_1",703
"b4670_yjeV_4392892_1",9182
"b4166_queG_4394067_-1",1006
"b4167_nnr_4394066_1",405
"b4168_tsaE_4395585_1",1512
"b4169_amiB_4396065_1",464
"b4170_mutL_4397412_1",1570
"b4171_miaA_4399252_1",918
"b4172_hfq_4400288_1",3603
"b4173_hflX_4400672_1",1722
"b4174_hflK_4402038_1",351
"b4175_hflC_4403300_1",4539
"b4176_yjeT_4404386_1",319
"b4177_purA_4404687_1",904
"b4178_nsrR_4406190_1",385
"b4179_rnr_4406654_1",326
"b4180_rlmB_4409275_1",1001
"b4181_yjfI_4410133_1",1739
"b4182_yjfJ_4410553_1",5204
"b4183_yjfK_4411302_1",3215
"b4184_yjfL_4411979_1",8915
"b4185_yjfM_4412387_1",429
"b4186_yjfC_4413028_1",737
"b4187_aidB_4414275_1",749
"b4188_yjfN_4416292_-1",2260
"b4189_bsmA_4416770_-1",563
"b4190_yjfP_4416952_1",1260
"b4191_ulaR_4418453_-1",2629
"b4192_ulaG_4419625_-1",1173
"b4193_ulaA_4419980_1",4096
"b4194_ulaB_4421393_1",413
"b4195_ulaC_4421708_1",322
"b4196_ulaD_4422186_1",1033
"b4197_ulaE_4422846_1",4832
"b4198_ulaF_4423700_1",232
"b4199_yjfY_4424791_-1",1957
"b4200_rpsF_4425118_1",2248
"b4201_priB_4425520_1",3432
"b4202_rpsR_4425839_1",1341
"b4203_rplI_4426108_1",1182
"b4204_yjfZ_4427422_-1",1742
"b4205_ytfA_4427694_1",565
"b4206_ytfB_4428717_-1",767
"b4207_fklB_4428935_1",1624
"b4208_cycA_4429864_1",1652
"b4209_ytfE_4431983_-1",872
"b4210_ytfF_4433056_-1",626
"b4211_qorB_4434024_-1",2953
"b4212_ytfH_4434113_1",1220
"b4213_cpdB_4436565_-1",986
"b4214_cysQ_4436755_1",2448
"b4215_ytfI_4437707_1",3630
"b4216_ytfJ_4439262_-1",729
"b4217_ytfK_4439587_1",1757
"b4218_ytfL_4441215_-1",5011
"b4219_msrA_4442176_-1",981
"b4220_tamA_4442382_1",81
"b4221_tamB_4444112_1",3432
"b4222_ytfP_4447894_1",420
"b4224_chpS_4448447_1",991
"b4225_chpB_4448692_1",79
"b4226_ppa_4449652_-1",1293
"b4227_ytfQ_4449962_1",552
"b4485_ytfR_4451058_1",578
"b4230_ytfT_4452571_1",766
"b4231_yjfF_4453583_1",1630
"b4232_fbp_4455609_-1",66
"b4233_mpl_4455785_1",880
"b4234_yjgA_4457865_-1",3103
"b4235_pmbA_4457959_1",1295
"b4236_cybC_4459490_1",4635
"b4237_nrdG_4460364_-1",416
"b4238_nrdD_4462660_-1",2837
"b4239_treC_4464709_-1",323
"b4240_treB_4466180_-1",823
"b4241_treR_4467246_-1",5
"b4702_mgtL_4467431_1",874
"b4242_mgtA_4467625_1",736
"b4243_ridA_4470913_-1",926
"b4244_pyrI_4471447_-1",427
"b4245_pyrB_4472395_-1",207
"b4246_pyrL_4472533_-1",1579
"b4248_yjgH_4473209_-1",1308
"b4249_bdcA_4474053_-1",912
"b4251_bdcR_4474124_1",356
"b4252_tabA_4474862_1",2643
"b4253_yjgL_4475437_1",2961
"b4254_argI_4478311_-1",961
"b4255_rraB_4478473_1",310
"b4256_yjgM_4479537_-1",3384
"b4257_yjgN_4479730_1",2940
"b4258_valS_4483837_-1",341
"b4259_holC_4484280_-1",1003
"b4260_pepA_4485951_-1",1295
"b4261_lptF_4486218_1",1894
"b4262_lptG_4487318_1",839
"b4263_yjgR_4490063_-1",964
"b4264_idnR_4491139_-1",194
"b4265_idnT_4492525_-1",430
"b4266_idnO_4493351_-1",1167
"b4267_idnD_4494406_-1",764
"b4268_idnK_4494623_1",366
"b4269_ahr_4496209_-1",1441
"b4271_intB_4496675_1",939
"b4272_insC1_4498272_1",0
"b4273_insD1_4498595_1",0
"b4575_yjgX_4500791_-1;b4575_yjgX_4500534_-1",1861
"b4277_yjgZ_4501260_1",2652
"b4278_insG_4503431_-1",630
"b4279_yjhB_4504058_1",764
"b4280_yjhC_4505287_1",4016
"b4655_ythA_4506448_1",1307
"b4281_yjhD_4506856_-1",303
"b4282_yjhE_4506861_1",866
"b4623_insO_4507197_1;b4623_insO_4509009_1;b4623_insO_4509479_1",2008
"b4284_insI1_4508617_-1",0
"b4561_insM_4508942_-1",766
"b4286_yjhV_4509804_1",170
"b4287_fecE_4511457_-1",353
"b4288_fecD_4512414_-1",761
"b4289_fecC_4513409_-1",543
"b4290_fecB_4514308_-1",749
"b4291_fecA_4516677_-1",582
"b4292_fecR_4517717_-1",239
"b4293_fecI_4518235_-1",2947
"b4294_insA_4518527_1",2517
"b4576_insB1_4518721_1",996
"b4295_yjhU_4520324_-1",1026
"b4296_yjhF_4522020_-1",2303
"b4297_yjhG_4524094_-1",1852
"b4298_yjhH_4525010_-1",3088
"b4299_yjhI_4525803_-1",1502
"b4300_sgcR_4526888_-1",803
"b4301_sgcE_4527537_-1",527
"b4302_sgcA_4527980_-1",1292
"b4303_sgcQ_4528917_-1",658
"b4304_sgcC_4530243_-1",314
"b4565_sgcB_4530533_-1",857
"b4305_sgcX_4531651_-1",1569
"b4656_yjhY_4532310_-1",537
"b4306_yjhP_4533183_-1",2461
"b4307_yjhQ_4533784_-1",684
"b4566_yjhX_4534053_-1",239
"b4657_yjhZ_4534675_-1",199
"b4308_yjhR_4534791_1;b4308_yjhR_4535003_1",3100
"b4309_nanS_4537594_-1",961
"b4310_nanM_4538765_-1",510
"b4311_nanC_4539501_-1",188
"b4312_fimB_4540957_1",977
"b4313_fimE_4542037_1",2035
"b4314_fimA_4543115_1",1264
"b4315_fimI_4543728_1",641
"b4316_fimC_4544304_1",781
"b4317_fimD_4545096_1",3678
"b4318_fimF_4547742_1",2388
"b4319_fimG_4548285_1",401
"b4320_fimH_4548808_1",923
"b4321_gntP_4551296_-1",399
"b4322_uxuA_4551636_1",578
"b4323_uxuB_4552901_1",1575
"b4324_uxuR_4554576_1",441
"b4325_yjiC_4556320_-1",482
"b4326_iraD_4556993_1",885
"b4327_hypT_4558289_-1",799
"b4328_iadA_4559526_-1",1491
"b4329_yjiG_4560000_-1",872
"b4330_yjiH_4560680_-1",1193
"b4331_kptA_4560930_1",498
"b4332_yjiJ_4562675_-1",1116
"b4333_yjiK_4563603_-1",1427
"b4334_yjiL_4564689_-1",974
"b4335_yjiM_4565850_-1",1008
"b4336_yjiN_4567246_-1",504
"b4337_mdtM_4568519_-1",423
"b4339_yjiP_4568998_1",595
"b4340_yjiR_4571574_-1",827
"b4341_yjiS_4571751_1",297
"b4342_yjiT_4572414_1",807
"b4486_yjiV_4573919_1",225
"b4345_mcrC_4577958_-1",561
"b4346_mcrB_4579337_-1",2449
"b4347_symE_4579840_-1",107
"b4348_hsdS_4581462_-1",1160
"b4349_hsdM_4583048_-1",524
"b4350_hsdR_4586761_-1",1135
"b4351_mrr_4586949_1",1509
"b4352_yjiA_4588865_-1",982
"b4353_yjiX_4589079_-1",206
"b4354_yjiY_4591279_-1",1859
"b4355_tsr_4591657_1",489
"b4356_lgoT_4594722_-1",511
"b4357_lgoR_4595851_-1",341
"b4358_lgoD_4595990_1",898
"b4359_opgB_4599441_-1",1062
"b4360_yjjA_4600189_-1",504
"b4361_dnaC_4600975_-1",310
"b4362_dnaT_4601517_-1",233
"b4363_yjjB_4602097_-1",1384
"b4364_yjjP_4602858_-1",1310
"b4365_yjjQ_4603477_1",1320
"b4366_bglJ_4604160_1",103
"b4367_fhuF_4605663_-1",687
"b4567_yjjZ_4605804_1",840
"b4371_rsmC_4607700_-1",244
"b4372_holD_4607803_1",777
"b4373_rimI_4608185_1",384
"b4374_yjjG_4608646_1",832
"b4375_prfC_4609414_1",332
"b4376_osmY_4611396_1",1904
"b4568_ytjA_4612128_1",1179
"b4377_yjjU_4612411_1",278
"b4378_yjjV_4613481_1",201
"b4379_yjjW_4615543_-1",624
"b4380_yjjI_4617065_-1",219
"b4381_deoC_4617323_1",673
"b4382_deoA_4618229_1",1539
"b4383_deoB_4619603_1",966
"b4384_deoD_4620883_1",558
"b4385_yjjJ_4621769_1",899
"b4386_lplA_4624117_-1",371
"b4387_ytjB_4624789_-1",1624
"b4388_serB_4624895_1",785
"b4389_radA_4625912_1",64
"b4390_nadR_4627315_1",570
"b4391_ettA_4630522_-1",1779
"b4392_slt_4630733_1",465
"b4393_trpR_4632760_1",242
"b4394_yjjX_4633745_-1",1567
"b4395_ytjC_4633797_1",784
"b4396_rob_4635310_-1",437
"b4397_creA_4635521_1",1750
"b4398_creB_4636007_1",546
"b4399_creC_4636696_1",203
"b4400_creD_4638178_1",574
"b4401_arcA_4640306_-1",185
"b4402_yjjY_4640402_1",393
"b4403_yjtD_4640942_1",425
