"","genenames","transcript","01_no_PNA","02_PNA15_5nM","03_PNA15_0.5nM","07_no_PNA","08_PNA15_5nM","09_PNA15_0.5nM","13_no_PNA","14_PNA15_5nM","15_PNA15_0.5nM","74_PNA15_16nM","75_PNA15_63nM","76_PNA15_250nM","77_PNA15_1000nM","78_PNA14_1000nM","79_no_PNA","80_PNA15_16nM","81_PNA15_63nM","82_PNA15_250nM","83_PNA15_1000nM","84_PNA14_1000nM","85_no_PNA","86_PNA15_16nM","87_PNA15_63nM","88_PNA15_250nM","89_PNA15_1000nM","90_PNA14_1000nM"
"821","b0908_aroA_958812_1","b0908_aroA_958812_1",971.866,736.868,1080.004,813.527,1161.075,885.702,1100.406,837.155,719.184,1016.204,1064.919,878.795,911.545,953.906,857.809,903.571,1060.771,1065.363,939.928,1176.372,900.96,894.192,954.862,947.398,957.684,917.829
"822","b0909_ycaL_960264_1","b0909_ycaL_960264_1",308.777,442.719,304.771,436.223,321.352,395.087,287.176,326.996,443.816,349.773,347.292,384.049,306.657,317.969,384.333,339.445,322.391,278.107,377.884,227.566,389.87,302.73,302.482,301.445,306.311,378.186
"823","b0910_cmk_961201_1","b0910_cmk_961201_1",4396.878,3994.445,4777.172,3762.844,4588.83,4153.716,4644.42,4410.516,4125.475,3830.945,3836.673,3946.671,4251.069,3924.826,3491.15,3560.941,3519.265,3632.503,3424.876,4098.032,3564.525,3746.506,3358.369,3781.309,3629.603,3581.132
"824","b0911_rpsA_961995_1","b0911_rpsA_961995_1",327.276,308.109,218.903,312.721,241.014,262.998,276.733,282.048,322.776,240.081,256.766,291.426,310.026,285.851,263.042,205.283,224.634,286.664,258.301,201.873,368.575,304.48,292.672,255.069,361.669,315.64
"825","b0912_ihfB_963828_1","b0912_ihfB_963828_1",1671.952,1658.203,1798.394,1966.967,2044.793,1864.573,1887.53,1710.269,1825.699,2030.339,2284.557,2159.713,2102.788,2209.722,2507.666,2633.124,2140.262,2712.611,2243.389,2784.019,2602.955,2292.351,2403.506,2643.438,2389.597,2510.574
"826","b0913_ycaI_964320_1","b0913_ycaI_964320_1",203.48,109.683,135.454,114.438,141.548,96.708,121.397,142.71,132.136,115.901,97.11,131.029,136.479,94.748,105.217,137.394,133.116,158.307,98.059,135.806,140.877,110.243,134.073,110.971,153.156,133.82
"827","b0914_msbA_966621_1","b0914_msbA_966621_1",295.971,256.259,222.532,267.399,204.671,248.846,172.306,201.142,276.377,186.27,179.407,162.656,190.397,191.102,230.892,177.805,158.076,179.7,188.942,154.158,232.611,204.737,250.161,185.504,204.823,213.821
"828","b0916_ycaQ_969389_1","b0916_ycaQ_969389_1",46.957,27.919,48.376,37.391,26.779,31.843,41.771,43.824,26.226,55.881,16.459,54.219,52.233,41.753,30.688,29.095,43.679,42.786,76.534,36.704,29.486,34.998,27.796,41.407,40.595,21.818
"829","b0917_ycaR_970673_1","b0917_ycaR_970673_1",3153.23,2979.381,3524.223,2819.017,3754.845,2931.896,3754.174,3375.59,3084.524,3532.913,3774.127,3232.791,3400.181,3346.701,2875.924,3425.163,3702.3,3593.996,2599.749,3017.091,2797.89,3064.051,3096.763,3392.081,3306.685,3275.673
"830","b0918_kdsB_970852_1","b0918_kdsB_970852_1",49.803,71.792,55.633,75.914,65.036,45.995,56.13,66.298,72.624,93.135,64.191,56.478,69.082,72.266,80.374,77.587,68.638,47.064,62.183,55.056,55.696,92.744,71.942,57.97,68.274,58.182
"831","b0919_ycbJ_971752_1","b0919_ycbJ_971752_1",4682.888,4673.481,5592.315,4418.877,5505.065,4515.781,5267.07,5446.566,4542.057,6662.243,5867.755,5986.651,6190.42,5503.428,4774.21,5135.32,5940.32,6229.593,6010.274,5323.954,4822.593,5615.385,5709.554,5710.886,5574.495,5227.696
"832","b0920_elyC_973401_-1","b0920_elyC_973401_-1",1301.988,1794.808,1192.479,1989.628,1247.152,1932.976,1275.323,1565.312,1986.078,1324.584,1446.776,1540.715,1428.818,1467.795,1946.51,1467.696,1295.805,1292.127,1420.654,1332.365,1777.348,1468.155,1487.885,1245.53,1538.937,1543.29
"833","b0921_smtA_973537_1","b0921_smtA_973537_1",646.014,609.238,683.317,650.368,621.663,548.404,691.833,686.58,621.343,780.263,910.202,799.726,854.258,912.153,812.507,950.446,861.097,881.385,832.302,858.88,905.874,769.95,842.045,1000.399,763.933,967.284
"834","b0922_mukF_974319_1","b0922_mukF_974319_1",462.455,537.445,428.131,534.797,388.3,530.713,377.245,411.274,407.504,440.838,437.818,533.151,433.026,517.101,476.398,394.403,405.589,432.135,330.051,429.44,529.109,495.218,439.825,486.949,389.347,565.825
"835","b0923_mukE_975622_1","b0923_mukE_975622_1",475.261,553.399,471.67,592.583,462.9,537.79,466.008,416.892,481.137,639.526,546.45,639.329,562.765,594.184,723.365,685.356,594.864,705.963,593.135,640.489,666.71,670.206,622.95,652.578,669.825,624.007
"836","b0924_mukB_976326_1","b0924_mukB_976326_1",304.509,311.1,320.494,330.849,325.178,313.711,386.382,369.697,403.469,223.524,352.23,379.531,340.355,311.545,355.107,352.376,347.351,367.957,322.876,289.964,389.87,346.477,328.643,311.382,348.752,363.64
"837","b0925_ldtD_981047_1","b0925_ldtD_981047_1",287.433,271.215,276.955,275.33,273.532,220.541,335.474,284.296,306.637,204.897,194.22,225.911,252.739,268.186,301.037,438.046,268.313,239.6,193.726,317.492,311.241,253.734,268.146,260.037,208.513,253.094
"838","b0926_ycbK_983075_1","b0926_ycbK_983075_1",584.827,737.866,573.261,873.578,793.816,739.461,687.917,873.114,780.713,749.218,987.561,768.099,714.409,709.809,885.574,751.628,661.422,569.049,760.552,871.726,748.616,941.439,817.519,616.14,714.111,589.098
"839","b0927_ycbL_983650_1","b0927_ycbL_983650_1",1255.031,1465.76,1348.493,1348.324,1629.714,1313.81,1501.147,1354.057,1317.328,1970.318,2108.442,1732.74,1754.008,1729.557,1680.545,1745.718,1724.274,1660.084,1511.537,1726.936,1449.727,1545.15,1551.651,1576.788,1522.33,1649.473
"840","b0928_aspC_985709_-1","b0928_aspC_985709_-1",543.562,558.385,556.329,730.814,747.908,730.026,625.261,623.653,612.265,747.148,732.441,795.208,707.669,713.021,761.36,672.425,705.101,693.128,722.285,862.55,678.177,701.704,740.672,662.516,760.242,711.281
"841","b0929_ompF_986982_-1","b0929_ompF_986982_-1",304.509,331.042,283.002,365.974,304.137,320.787,347.222,376.439,329.836,215.245,185.991,246.243,239.26,281.033,277.655,261.858,268.313,235.321,313.309,240.413,278.479,257.233,281.227,269.975,239.882,282.185
"842","b0930_asnS_988985_-1","b0930_asnS_988985_-1",409.806,396.852,443.854,481.544,489.679,402.163,399.436,314.636,321.767,372.539,363.751,424.713,370.684,395.052,362.413,405.718,391.029,462.085,373.101,400.077,357.108,356.977,333.548,412.416,396.728,402.914
"843","b0931_pncB_990356_-1","b0931_pncB_990356_-1",88.222,82.761,84.659,97.442,99.466,115.578,77.015,101.133,69.598,84.856,77.359,97.142,99.411,77.083,89.142,74.355,93.597,94.128,133.934,66.068,73.715,73.495,96.467,86.127,125.477,103.274
"844","b0932_pepN_990622_1","b0932_pepN_990622_1",56.918,39.885,70.146,78.18,49.733,37.74,35.244,51.69,58.503,45.533,36.211,56.478,37.068,48.177,29.227,72.738,45.759,68.457,81.317,64.232,34.4,47.247,39.241,33.126,33.214,37.819
"845","b0933_ssuB_994044_-1","b0933_ssuB_994044_-1",3974.265,3629.501,4122.881,3463.72,3659.204,3731.504,4106.617,4391.413,3727.049,3294.902,3523.945,4303.611,4411.137,4045.268,4116.605,3879.373,3621.182,4240.059,3577.943,3336.418,3615.307,3926.745,3513.697,3794.559,4522.704,3640.769
"846","b0934_ssuC_994832_-1","b0934_ssuC_994832_-1",821.035,880.453,869.566,872.445,853.113,859.756,878.498,969.752,982.448,892.024,913.493,987.233,899.751,796.528,941.105,898.721,940.135,1052.527,892.094,816.67,879.665,824.196,830.6,901.021,891.255,906.192
"847","b0935_ssuD_995988_-1","b0935_ssuD_995988_-1",2084.604,2349.204,2140.657,2356.735,2310.674,2732.584,2544.119,2683.392,2722.41,2166.936,2947.868,2161.972,2272.966,2534.114,2230.01,2220.941,2857.843,2511.519,2090.322,2532.595,2139.37,2344.848,2347.915,2267.46,2064.833,2593.484
"848","b0936_ssuA_996944_-1","b0936_ssuA_996944_-1",64.032,103.7,66.518,105.373,116.681,89.632,101.817,124.731,122.049,144.876,106.986,135.547,133.109,102.778,94.987,132.545,91.518,128.357,117.192,95.431,127.773,118.992,80.117,110.971,81.191,117.82
"849","b0937_ssuE_997512_-1","b0937_ssuE_997512_-1",3163.191,2374.132,2961.847,2186.778,2786.963,2243.148,2843.043,2329.427,2065.763,2156.588,2001.456,1936.06,2271.281,2209.722,1661.548,1951.001,1867.79,2057.99,1846.372,2240.796,2031.255,2397.344,2101.024,2290.648,2518.764,2350.572
"850","b0938_elfA_997868_1","b0938_elfA_997868_1",4549.132,5563.905,4573.991,5034.121,4529.533,5599.615,4474.725,4363.321,5070.602,4851.288,5619.219,5530.31,5383.34,5543.575,5538.492,4996.309,5016.825,4565.23,5122.964,5129.422,5938.145,4920.68,5173.261,5310.064,4876.991,5325.151
"851","b0939_elfD_998490_1","b0939_elfD_998490_1",4436.72,5241.836,4220.843,5417.091,4632.824,5828.412,4060.93,4467.825,4941.491,4217.972,4131.295,3887.934,4087.631,4319.878,4324.116,3832.497,4130.769,4026.131,4623.104,4175.111,4377.027,3987.991,4059.8,3903.874,4004.189,4034.955
"852","b0940_elfC_999216_1","b0940_elfC_999216_1",246.168,281.187,198.343,251.536,174.066,196.954,241.489,206.761,309.663,266.986,235.369,221.393,256.109,228.038,309.805,268.323,235.034,320.892,337.226,247.754,363.66,309.73,312.292,281.569,265.716,333.095
"853","b0941_elfG_1001807_1","b0941_elfG_1001807_1",832.419,896.407,871.985,1016.342,920.061,1046.095,822.368,925.927,897.719,985.159,1010.604,840.39,871.107,904.123,882.652,1647.117,985.893,941.285,951.886,1049.742,853.455,808.447,778.278,972.242,865.421,782.554
"854","b0942_ycbU_1002889_1","b0942_ycbU_1002889_1",866.569,1157.651,944.55,1094.522,994.661,1287.864,751.879,732.651,835.182,1343.211,1269.015,1321.581,1283.914,1119.314,1034.631,1116.936,1135.649,1215.113,1171.92,941.464,1161.419,1140.926,1160.877,1136.215,1107.149,1217.468
"855","b0943_ycbV_1003439_1","b0943_ycbV_1003439_1",2053.299,1545.529,2116.469,1427.637,2111.742,1743.098,1743.942,1518.117,1316.319,1450.833,1752.92,1608.489,1774.227,1671.744,1421.887,1503.257,1834.511,2028.041,1444.571,1725.101,1372.735,1466.405,1568.002,1691.072,1834.177,1522.926
"856","b0944_ycbF_1003947_1","b0944_ycbF_1003947_1",889.336,725.9,782.489,923.432,747.908,724.129,804.093,713.548,858.381,571.227,610.642,655.143,626.793,703.385,748.208,559.276,532.466,492.035,712.719,625.808,707.663,757.701,721.052,616.14,736.254,613.825
"857","b0945_pyrD_1004768_1","b0945_pyrD_1004768_1",345.774,342.011,361.614,324.051,279.27,267.715,321.115,379.81,370.183,393.236,324.249,323.053,382.478,366.146,308.344,400.869,467.987,402.185,363.534,295.469,322.707,411.223,452.906,438.917,441.014,356.368
"858","b0946_zapC_1005952_1","b0946_zapC_1005952_1",375.656,307.112,357.986,284.394,338.567,257.101,315.894,335.986,319.749,293.892,281.455,386.308,495.368,319.575,314.189,375.006,334.871,419.3,318.093,370.713,312.879,435.722,343.358,453.823,514.824,392.732
"859","b0947_ycbX_1007600_-1","b0947_ycbX_1007600_-1",415.498,422.777,476.508,405.63,457.161,393.907,460.787,504.541,393.383,591.923,403.254,458.6,449.875,436.805,413.56,523.715,395.189,402.185,406.584,502.848,391.508,440.971,423.475,490.262,428.098,376.732
"860","b0948_rlmL_1007844_1","b0948_rlmL_1007844_1",458.186,453.688,380.964,444.154,420.818,386.831,480.367,503.417,457.938,362.191,557.972,454.082,395.958,387.022,442.787,467.141,395.189,338.007,413.759,390.9,475.052,542.465,444.73,359.415,407.8,360.731
"861","b0949_uup_1009964_1","b0949_uup_1009964_1",1966.5,2462.875,1982.224,2167.516,1870.728,2383.493,1991.957,1896.803,1965.905,1651.59,2039.312,1834.4,1745.584,1939.93,2026.884,1744.101,1794.992,1767.048,1848.763,2046.263,2190.152,2098.114,2068.324,1772.23,1764.057,2023.296
"862","b0950_pqiA_1012001_1","b0950_pqiA_1012001_1",2312.274,2238.524,2572.416,2249.095,2727.666,2183.001,2766.027,2203.573,1933.627,3067.239,2597.284,2191.34,2530.759,2331.77,2053.188,2180.531,2572.891,2498.683,2130.981,2422.482,2103.332,2432.342,2266.163,2605.343,2491.085,2305.481
"863","b0951_pqiB_1013259_1","b0951_pqiB_1013259_1",809.652,764.788,886.498,711.553,851.2,707.618,933.322,814.681,689.933,711.964,660.02,702.584,633.532,658.42,616.687,790.422,775.819,778.699,727.069,691.875,583.167,556.464,637.665,599.577,677.206,699.644
"864","b0952_pqiC_1014896_1","b0952_pqiC_1014896_1",4466.602,3802.999,5281.496,3324.356,5005.822,3598.236,4879.382,4227.353,3647.363,3750.228,3925.553,3738.833,4187.042,4133.593,3415.16,3817.949,4157.808,4351.302,3546.851,4189.792,3405.629,3673.011,3428.676,4076.128,3946.986,3991.318
"865","b0953_rmf_1015715_1","b0953_rmf_1015715_1",23899.662,21590.543,32586.36,29424.059,42294.127,28588.938,23946.566,17155.503,17350.193,32913.839,32199.41,34433.408,28409.544,36828.161,34639.689,36018.359,36255.503,37972.278,26492.562,46010.636,29454.839,33363.331,33305.732,36314.147,26770.863,33894.202
"866","b0954_fabA_1016470_-1","b0954_fabA_1016470_-1",1841.281,2349.204,1884.262,2022.486,1746.395,2206.588,1742.636,1731.619,1942.705,1808.885,1998.164,2243.3,2001.693,2031.467,2186.17,1839.469,1834.511,1651.527,1836.805,1939.821,2145.923,2005.37,1739.681,2007.423,1826.796,1895.294
"867","b0955_ycbZ_1018299_-1","b0955_ycbZ_1018299_-1",1172.501,1094.833,1136.846,1204.427,1327.49,1273.712,988.147,959.638,926.971,1368.047,1361.188,1131.816,1088.462,1048.654,1119.389,984.391,883.976,864.27,1052.336,1013.038,1076.238,1121.677,1160.877,930.835,1134.828,958.556
"868","b0956_matP_1018485_1","b0956_matP_1018485_1",805.383,745.842,725.646,746.677,730.693,757.151,693.139,832.661,694.976,627.108,666.603,670.957,754.847,741.927,695.6,635.247,709.261,530.542,705.544,614.797,692.92,633.459,596.789,629.39,714.111,634.189
"869","b0957_ompA_1020053_-1","b0957_ompA_1020053_-1",33410.578,38646.204,42593.023,48217.884,46823.66,44661.297,43392.3,32990.661,40088.72,38226.662,50375.461,52556.017,49715.438,56359.147,48651.052,48610.156,48240.139,35867.223,45726.397,61446.616,51158.146,42518.736,43026.035,55333.319,42769.166,49885.656
"870","b0958_sulA_1020919_-1","b0958_sulA_1020919_-1",1303.411,1251.38,1278.347,1224.822,1222.285,1122.754,1442.407,1198.986,1251.764,995.508,971.101,1082.115,1142.38,1183.55,1005.404,1446.683,1062.851,992.627,916.011,1273.638,1050.028,1088.429,987.563,1104.745,1149.59,1050.194
"871","b0959_sxy_1021138_1","b0959_sxy_1021138_1",103.874,120.651,88.287,129.167,120.507,104.963,84.847,129.225,92.798,74.508,75.713,81.328,92.671,91.536,109.601,69.505,103.997,68.457,98.059,64.232,81.905,101.493,99.737,94.409,114.405,129.456
"872","b0960_yccS_1023883_-1","b0960_yccS_1023883_-1",92.491,87.746,96.753,129.167,139.635,96.708,121.397,94.391,113.98,103.483,195.866,108.437,121.315,138.108,135.905,161.641,126.877,136.914,133.934,192.697,152.344,160.99,152.059,137.472,145.775,96.001
"873","b0961_yccF_1024348_-1","b0961_yccF_1024348_-1",300.24,350.985,287.84,370.506,256.316,324.325,279.344,353.965,350.01,349.773,352.23,379.531,340.355,330.816,349.261,334.596,339.031,256.714,351.576,282.623,334.174,311.48,336.818,309.726,335.835,340.367
"874","b0962_helD_1024471_1","b0962_helD_1024471_1",1289.182,1547.523,1575.862,1597.594,1687.098,1636.956,1690.423,1564.188,1693.563,2042.757,1952.078,1825.364,1828.145,2005.772,1838.37,1951.001,1826.191,1814.112,2044.88,2035.252,1759.329,1916.125,1762.571,1879.889,1550.009,1799.293
"875","b0963_mgsA_1027015_-1","b0963_mgsA_1027015_-1",764.118,800.684,869.566,925.698,985.097,908.109,905.91,950.649,874.52,894.094,1127.465,960.123,916.6,839.887,856.347,787.189,987.973,1056.806,911.227,1058.918,858.369,909.941,936.877,881.146,837.743,885.828
"876","b0964_yccT_1027773_-1","b0964_yccT_1027773_-1",159.369,167.515,209.228,138.232,229.537,150.958,210.161,171.926,167.44,238.011,205.742,164.915,197.136,147.743,166.593,143.86,178.875,179.7,196.117,203.709,163.811,199.487,142.248,147.41,241.728,184.729
"877","b0965_yccU_1027946_1","b0965_yccU_1027946_1",5831.199,5348.528,6450.996,4338.431,5616.008,5552.441,5162.642,4259.941,4112.362,4422.868,5229.133,4832.244,4940.204,5257.725,3819.952,4201.037,4777.631,4565.23,4163.903,5358.823,4475.314,4182.228,4466.925,4980.463,4559.609,5117.149
"878","b0966_hspQ_1028721_-1","b0966_hspQ_1028721_-1",1893.93,1530.572,1838.304,1432.17,1801.866,1463.589,1941.049,1787.804,1578.574,2009.642,1826.987,1719.185,1811.296,1761.675,1698.081,1849.168,1940.588,1839.784,1700.48,1884.764,1661.043,1797.133,1798.542,1961.047,1721.617,1713.474
"879","b0967_rlmI_1029969_-1","b0967_rlmI_1029969_-1",781.193,1035.006,738.95,779.535,778.513,885.702,575.657,673.095,706.071,745.078,694.584,867.5,721.148,756.38,666.373,683.739,688.461,650.342,734.244,545.058,882.941,904.691,760.293,675.766,767.623,811.646
"880","b0968_yccX_1030064_1","b0968_yccX_1030064_1",2406.188,2680.247,2467.198,2581.078,2572.729,2674.795,2741.226,2540.682,2795.034,2802.323,2411.294,2997.844,3063.196,2916.319,2640.648,2894.982,2604.09,2635.597,2389.281,2598.662,3002.654,2689.575,2565.375,3373.862,2961.624,3202.945
"881","b0969_tusE_1030668_-1","b0969_tusE_1030668_-1",8650.039,6672.697,9807.111,6126.377,8758.754,7248.365,8217.151,7074.805,5885.61,7303.838,6206.818,5634.229,5930.941,6131.336,4420.564,4902.557,6747.338,6280.936,6208.783,6267.254,4583.429,5410.648,6039.832,6495.967,5618.781,4962.965
"882","b0970_yccA_1031418_-1","b0970_yccA_1031418_-1",4463.756,4895.837,4801.36,4744.062,5208.58,5234.013,4649.641,4648.74,4244.498,5437.003,6758.206,5171.111,5353.011,5800.52,5370.438,4975.295,6017.278,5904.422,5584.557,5296.426,5189.529,5303.905,5428.327,5914.61,5519.138,6184.797
"883","b0972_hyaA_1032139_1","b0972_hyaA_1032139_1",2804.61,2228.553,3100.929,2109.731,3014.588,2378.775,3788.113,3222.767,2844.459,2678.143,2666.413,2645.422,2753.17,2935.59,2564.658,2755.971,3022.159,3046.339,2413.198,3118.028,2304.819,2546.084,2777.93,2742.815,2771.563,2693.849
"884","b0973_hyaB_1033254_1","b0973_hyaB_1033254_1",802.537,962.217,833.284,1000.479,847.375,944.67,981.62,982.112,1075.246,1032.761,943.12,1057.265,1069.928,1035.807,1335.668,1146.031,985.893,924.17,1138.436,1024.049,1056.58,1119.927,1093.841,1167.684,1186.495,1223.287
"885","b0974_hyaC_1035066_1","b0974_hyaC_1035066_1",1344.676,1191.553,1336.399,1179.5,1304.536,1252.483,1561.193,1234.945,1389.952,1032.761,1097.838,1075.338,1053.079,1154.644,1020.018,1333.534,1019.173,941.285,985.369,1341.541,989.418,906.441,1025.169,1098.12,1024.113,1061.83
"886","b0975_hyaD_1035770_1","b0975_hyaD_1035770_1",1973.615,1796.802,1858.864,1645.182,1604.847,1425.85,1648.652,1594.528,1566.47,2040.687,1672.269,1877.323,1871.953,1724.739,1703.927,1664.897,1728.433,1942.469,1777.013,1503.04,1910.035,1699.14,1695.535,1911.358,1931.975,1861.839
"887","b0976_hyaE_1036354_1","b0976_hyaE_1036354_1",2329.349,1555.5,1991.899,1516.015,1622.062,1246.587,2155.126,1928.266,2003.226,1148.663,1352.958,1680.78,2158.391,1861.241,1832.525,1566.297,1842.83,1891.126,1671.779,2084.802,1865.806,1797.133,2035.623,2090.237,2074.059,1761.475
"888","b0977_hyaF_1036749_1","b0977_hyaF_1036749_1",286.01,242.299,286.63,320.652,229.537,239.411,272.817,314.636,311.68,372.539,266.641,352.422,289.807,282.639,324.418,358.842,347.351,406.464,406.584,308.316,314.517,323.729,336.818,329.602,302.621,331.64
"889","b0978_cbdA_1037740_1","b0978_cbdA_1037740_1",899.297,869.485,994.136,951.758,973.62,910.468,1024.696,1000.092,926.971,1022.413,931.599,919.459,930.079,1000.477,907.494,1031.267,863.177,774.421,894.486,965.322,869.836,927.44,1003.914,958.992,972.446,986.193
"890","b0979_cbdB_1039296_1","b0979_cbdB_1039296_1",1881.124,1777.857,1862.492,1835.534,1996.973,1818.578,1981.515,2242.902,2001.208,1821.303,1886.241,1784.7,1836.57,1976.866,1804.759,1811.99,1930.188,1784.162,1891.813,1932.48,1946.074,1966.872,1970.221,1835.169,1889.534,1879.294
"891","b0980_appA_1040617_1","b0980_appA_1040617_1",406.96,439.728,471.67,464.549,493.505,386.831,372.024,437.119,393.383,465.674,529.991,503.782,505.478,435.2,431.096,499.469,474.227,462.085,461.593,451.463,437.375,468.97,528.117,510.137,485.3,488.733
"892","b0981_etk_1044210_-1","b0981_etk_1044210_-1",378.501,461.664,383.383,473.613,445.685,417.494,443.818,479.819,531.571,424.281,363.751,341.126,321.821,348.481,397.485,323.281,241.273,239.6,389.843,295.469,394.784,365.726,390.774,362.727,381.966,331.64
"893","b0982_etp_1044676_-1","b0982_etp_1044676_-1",587.673,505.538,608.334,488.343,516.459,474.104,520.833,504.541,452.894,529.834,439.464,478.932,554.341,520.312,455.939,470.374,467.987,569.049,652.927,585.433,476.69,617.71,634.395,457.136,632.92,461.096
"894","b0983_gfcE_1045803_-1","b0983_gfcE_1045803_-1",513.681,451.693,409.99,405.63,436.121,441.082,415.1,491.056,430.704,358.052,485.551,426.972,486.944,436.805,445.71,339.445,334.871,248.157,435.284,387.23,407.889,365.726,330.278,308.07,424.407,347.64
"895","b0984_gfcD_1047945_-1","b0984_gfcD_1047945_-1",670.204,762.793,601.077,847.518,677.135,722.95,650.062,754.002,860.398,987.229,971.101,826.836,739.683,764.41,926.492,840.531,694.701,684.571,772.51,726.745,897.684,936.189,843.68,720.486,680.897,794.191
"896","b0985_gfcC_1048691_-1","b0985_gfcC_1048691_-1",86.799,123.642,100.381,150.695,91.815,121.474,86.153,100.009,112.971,151.085,169.531,112.956,116.26,123.654,153.441,117.998,116.477,136.914,129.15,150.488,167.087,134.741,138.978,120.909,142.084,146.911
